id,clause_number,heading,body,notes,exceptions,level,parent_number,page,codebook
NCC_VOL_3:C1V5,C1V5,Stack design,"Deemed-to-Satisfy Provisions Stack Nominal Diameter(DN)	Capacity with square or 88° junction, in litres per second (l/s)	Capacity with sweep or 45° junction, in litres per second (l/s) 65 	0. 5 	0. 7 80 	2. 0 	2. 5 100 	4. 0 	5. 2 150 	9. 5 	12. 4 Stack Nominal Diameter(DN)	Capacity with square or 88° junction, in litres per second (l/s)	Capacity with sweep or 45° junction, in litres per second (l/s) 65 	0. 7 	0. 9 80 	2. 6 	3. 4 100 	5. 6 	7. 3 150 	12. 4 	18. 3 Deemed-to-Satisfy Provisions",,,2,C1,,NCC_VOL_3
NCC_VOL_3:C1D1,C1D1,Deemed-to-Satisfy Provisions,Deemed-to-Satisfy Provisions,,,2,C1,,NCC_VOL_3
NCC_VOL_3:C1D2,C1D2,Invert levels,Invert levels,,,2,C1,,NCC_VOL_3
NCC_VOL_3:C1D3,C1D3,General requirements,General requirements,,,2,C1,,NCC_VOL_3
NCC_VOL_3:C1D4,C1D4,Bushfire prone areas,Bushfire prone areas,,,2,C1,,NCC_VOL_3
NCC_VOL_3:C1D5,C1D5,Water efficiency,"Sanitary drainage systems Objectives Item 	NCC Volume One Class 2 to 9 buildings 	NCC Volume Two Class 1 and 10 buildings Pipework in timber bearers and joists of solid timber or engineered wood products 	B1 Structural provisions 	H1 Structure Fittings, fixtures and pipework installations in steel framed construction 	B1 Structural provisions 	H1 Structure Penetrations through a fire-resisting wall or floor 	C1 Fire resistance Performance Requirements and C4 Protection of openings	H3 Fire safety Fixtures and fittings in a wet area 	F2 Wet areas and overflow protection 	H4 Health and amenity Service pipework external to the building and penetrations through roof cladding in a bushfire prone area	G5 Construction in bushfire prone areas 	H7 Ancillary provisions and additional construction requirements Flues, chimneys, pipes, gas storage, domestic fuel tanks, cooling or heating appliances or other services	C4 Protection of openings 	H3 Fire safety Pipework sound insulation 	F7 Sound transmission and insulation 	H4 Health and amenity Part C2	Sanitary drainage systems Objectives",,,2,C1,,NCC_VOL_3
NCC_VOL_3:C2O1,C2O1,Objective,Functional Statements Functional Statements,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2F1,C2F1,Disposal system,Disposal system,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2F2,C2F2,Swimming pool wastewater disposal,Performance Requirements Performance Requirements,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2P1,C2P1,Disposal,Disposal,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2P2,C2P2,Swimming pool drainage,Swimming pool drainage,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2P3,C2P3,Access,Access,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2P4,C2P4,Ventilation,Ventilation,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2P5,C2P5,Contamination,Contamination,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2P6,C2P6,Uncontrolled discharge,Uncontrolled discharge,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2P7,C2P7,Damage,Verification Methods Verification Methods,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2V1,C2V1,Velocity and liquid-to-air ratio,Velocity and liquid-to-air ratio,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2V2,C2V2,Pressure testing,Pressure testing,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2V3,C2V3,Determination of sanitary drainage wastewater flowrates,"Deemed-to-Satisfy Provisions Fixture usage 	NCC building class 	Frequency factor(K) Intermittent use e. g. dwelling, guesthouse or office 	Class 1, Class 2, Class 3 or Class 4 	0. 5 Frequent use e. g. hospital, restaurant or hotel 	Class 5, Class 6, Class 7, Class 8, Class 9a or Class 9c	0. 7 Congested use e. g. open to the general public, school	Class 9b 	1. 0 Special use e. g. laboratory 	Not applicable 	1. 2 Fixture 	System 1 - Discharge Units (DU)	System 2 - Discharge Units (DU)	System 3 - Discharge Units (DU) Basin 	0. 5 	0. 3 	0. 3 Shower 	0. 6 	0. 4 	0. 4 Urinal 	0. 8 	0. 5 	0. 4 Bath 	0. 8 	0. 6 	1. 3 Kitchen sink 	0. 8 	0. 6 	1. 3 Water closet 	2. 0 	1. 8 	1. 2 Washing machine - Up to 6 kg	0. 8 	0. 6 	0. 6 Domestic dishwasher 	0. 8 	0. 6 	0. 2 Deemed-to-Satisfy Provisions",,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2D1,C2D1,Deemed-to-Satisfy Provisions,Deemed-to-Satisfy Provisions,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2D2,C2D2,Invert levels,Invert levels,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2D3,C2D3,Swimming pool drainage,Swimming pool drainage,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2D4,C2D4,General requirements,General requirements,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2D5,C2D5,Bushfire prone areas,Part C3 On-site wastewater management Objectives Part C3	On-site wastewater management Objectives,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C3O1,C3O1,Objective,Functional Statements Functional Statements,,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3F1,C3F1,On-site wastewater management,Performance Requirements Performance Requirements,,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3P1,C3P1,Health impacts,Health impacts,,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3P2,C3P2,Environmental impacts,Environmental impacts,,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3P3,C3P3,Community systems,Community systems,,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3P4,C3P4,Discharge to a Network Utility Operator sewer,Discharge to a Network Utility Operator sewer,,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3P5,C3P5,General requirements,General requirements,,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3P6,C3P6,Land application systems,Land application systems,,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3P7,C3P7,Access for maintenance,Access for maintenance,,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3P8,C3P8,Uncontrolled discharge,Uncontrolled discharge,,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3P9,C3P9,Identification,Deemed-to-Satisfy Provisions Deemed-to-Satisfy Provisions,,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3D1,C3D1,Deemed-to-Satisfy Provisions,Deemed-to-Satisfy Provisions,,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3D2,C3D2,Septic tanks,Septic tanks,,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3D3,C3D3,Composting toilets,Composting toilets,,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3D4,C3D4,Secondary treatment systems,Secondary treatment systems,,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3D5,C3D5,Domestic grey water treatment systems,Domestic grey water treatment systems,,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3D6,C3D6,Land application systems,Land application systems,,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3D7,C3D7,Common effluent drainage systems,Introduction to this Part This Part sets out the requirements for any part of a sanitary plumbingsystem of a property including from sanitary fixtures and appliances from the point of connection to a sanitary drainage system. Part C1	Sanitary plumbing systems Objectives Section D	Excessive noise,,,2,C3,,NCC_VOL_3
NCC_VOL_3:C1O1#2,C1O1#2,Objective,"[2019: CO1] The Objective of this Part is to— (a) safeguard people from illness, injury or loss (including lossof amenity) due to the failure of a sanitary plumbing installation; and (b) ensure that a sanitary plumbing installation is suitable; and (c) conserve water and energy; and (d) safeguard the environment; and (e) safeguard public and private infrastructure; and (f) ensure that a sanitary plumbing installation is designed and is capable of being maintained so that throughout its serviceable life it will continue to satisfy Objectives(a) to(e).",,,2,C1,,NCC_VOL_3
NCC_VOL_3:C1F1#2,C1F1#2,Disposal system,"[2019: CF1] Sanitary fixtures and sanitary appliances must be provided with an adequate disposal system that does not impact adversely on the occupants of the premises, property, the environment or the Network Utility Operators infrastructure.",,,2,C1,,NCC_VOL_3
NCC_VOL_3:C1P1#2,C1P1#2,Disposal,[2019: CP1. 1] A sanitary plumbing system must ensure sewage or sullage is transferred to a sanitary drainage system or an approved disposal system.,,,2,C1,,NCC_VOL_3
NCC_VOL_3:C1P2#2,C1P2#2,Access,"[2019: CP1. 1] A sanitary plumbingsystem must ensure access for maintenance of mechanical components, operational controls and for clearing blockages.",,,2,C1,,NCC_VOL_3
NCC_VOL_3:C1P3#2,C1P3#2,Water efficiency,"[2019: CP1. 1] A sanitary plumbing system must ensure efficient use of drinking water by— (a) limiting water usage from— (i) a cistern or flushing device for a urinal, to a flush volume of not more than 2. 5 litres for each— (A) single urinal stall; or (B) 600 mm length of a continuous urinal wall; and (ii) a dual flush cistern or flushing valve that is connected to a water closet pan to a flush volume of not more than— (A) 6 and 3 litres; or (B) 4. 5 and 3 litres; or (b) water saving measures equivalent to or greater than those described in(a).",,,2,C1,,NCC_VOL_3
NCC_VOL_3:C1P4#2,C1P4#2,Uncontrolled discharge,[2019: CP1. 1] A sanitary plumbing system must avoid blockage or uncontrolled discharge.,,,2,C1,,NCC_VOL_3
NCC_VOL_3:C1P5#2,C1P5#2,Ventilation,"[2019: CP1. 1] A sanitary plumbing system must ensure that ventilation is provided to avoid hydraulic load imbalance such that— (a) there is less than a 1% likelihood during the annual peak hour that when any fixture discharges, air pressure at any trap seal exceeds ±375 Pa difference from atmospheric pressure; or (b) an equivalent level of safety to human health is achieved as a system complying to(a).",,,2,C1,,NCC_VOL_3
NCC_VOL_3:C1P6#2,C1P6#2,Contamination,"[2019: CP1. 1] A sanitary plumbing system must avoid— (a) entry of water, sewerage and sullage from the system into buildings; and (b) entry of foul gases from the system into buildings, such that— (i) at pressures of up to ±375 Pa, water trap seals will not be reduced to depths less than 70 mm for trap seals in pressurised rooms and 25 mm for all other applications; or (ii) an equivalent level of safety to human health is achieved as a system complying to(i); and (c) entry of surface water, subsurface water and stormwater into the system.",,,2,C1,,NCC_VOL_3
NCC_VOL_3:C1P7#2,C1P7#2,Damage,"[2019: CP1. 1] A sanitary plumbing system must avoid damage from superimposed loads, ground movement or root penetration.",,,2,C1,,NCC_VOL_3
NCC_VOL_3:C1V1#2,C1V1#2,Determination of sanitary plumbing wastewater flowrates,"[New for 2022] (1) Compliance with C1P3 for pipe sizing is verified for each sanitary plumbing pipework section when the discharge flowrate is not less than the greater of— (a) the probable simultaneous wastewater flowrate calculated in accordance with(2); or (2) For the purposes of(1)(a), for each pipework section, the design probable simultaneous wastewater flowrate must be calculated in accordance with the following: (3) In the equation shown at(2)— (a) QTotal = the probable simultaneous wastewater flowrate for that pipework section(l/s); and (b) QOther = the sum of any other wastewater flowrates such as pumped discharges(l/s); and",,,2,C1,,NCC_VOL_3
NCC_VOL_3:C1V2#2,C1V2#2,System 1 - Common discharge design,"[New for 2022] (1) Compliance with C1P5for pipe sizing is verified for each common discharge branch when— (a) pipework is in accordance with(2); and (b) ventilation is in accordance with(3). (2) Each unvented common discharge pipe within the system must have— (a) a pipe length from trap weir to stack less than 4 m; and (b) no more than three 90 bends, excluding the first bend after the trap outlet; and (c) no vertical drops of greater than 45 inclination between the trap weir and the stack greater than 1 m; and (d) a gradient greater than 1. 00%; and (3) Each vented common discharge pipe within the system must have— (a) a pipe length from trap weir to the stack of less than 10 m; and (b) no vertical drops of greater than 45 inclination, between the trap weir and the stack greater than 3 m; and (c) a gradient greater than 0. 50%; and (f) each group vent either— (i) terminates to atmosphere or interconnects with another vent in accordance with AS/NZS 3500. 2; or (ii) terminates at an air admittance valve with a minimum airflow rate equal to the wastewater design flowrate.",,,2,C1,,NCC_VOL_3
NCC_VOL_3:C1V3#2,C1V3#2,System 2 - Common discharge design,"[New for 2022] (1) Compliance with C1P5 relating to pipe sizing is verified for each common discharge branch when— (a) pipework is in accordance with(2); and (b) ventilation is provided in accordance with(3). (2) Each unvented common discharge pipe within the system must have— (a) a pipe length from trap weir to stack less than 10 m; and (b) no more than one 90 bend, excluding the first bend after the trap outlet; and (c) no vertical drops of greater than 45 inclination between the trap weir and the stack, greater than— (i) 1 m, where a water closet is connected to the branch; or (ii) 3 m, where no water closets are connected to the branch; and (d) a gradient greater than 1. 50%; and (3) Each vented common discharge pipe within the system has— (a) no vertical drops of greater than 45 inclination between the trap weir and the stack greater than 3 m; and (b) a gradient greater than 1. 50%; and (e) each group vent either— (i) terminates to atmosphere or interconnects with another vent in accordance with AS/NZS 3500. 2; or (ii) terminates to an air admittance valve with a minimum airflow rate equal to 2 times the wastewater design flowrate.",,,2,C1,,NCC_VOL_3
NCC_VOL_3:C1V4#2,C1V4#2,System 3 - Branch design,"[New for 2022] (1) Compliance with C1P5 relating to pipe sizing is verified for each discharge branch when— (2) Ventilation requirements must be in accordance with the following: (a) Each trap vent must be— (i) not less than DN 50, where the connection of the vent to the branch is liable to blockage due to splashing or submergence; or (ii) DN 32, where the connection of the vent to the branch is not liable to blockage due to splashing or submergence. (b) Each trap vent connects within 750 mm of the fixture it serves. (c) Each trap vent must— (i) terminate at atmosphere or interconnect with another vent in accordance with AS/NZS 3500. 2; or (ii) connect to a common trap vent at least 40 mm in diameter; or (iii) connect to the stack above the flood level of the highest fixture; or (iv) terminate to an air admittance valve with a minimum airflow rate equal to 2 times the wastewater design flowrate. (3) Each branch connection must use a sweep or 45° junction where the branch is— (a) an equal diameter to the stack; and (b) the stack is DN 80 or larger.",,,2,C1,,NCC_VOL_3
NCC_VOL_3:C1V5#2,C1V5#2,Stack design,[New for 2022] (1) Compliance with C1P5 relating to pipe sizing is verified for the stack system when— (a) each stack has a pipe size in accordance with(2); and (b) ventilation is provided in accordance with(3). (2) Each stack must have a pipe size in accordance with— (3) Ventilation must comply with the following: (a) Each stack vent must terminate either to— (i) the atmosphere or interconnect with another vent in accordance with AS/NZS 3500. 2; or (ii) an air admittance valve with a minimum airflow rate equal to 8 times the wastewater design flowrate. (b) Each stack vent must be sized in accordance with— (i) Clause 8. 5. 4 of AS/NZS 3500. 2 for stack vents; or (ii) Clause 8. 5. 3 of AS/NZS 3500. 2 for relief vents. (c) Each relief vent must interconnect with the stack vent at each floor.,,,2,C1,,NCC_VOL_3
NCC_VOL_3:C1D1#2,C1D1#2,Deemed-to-Satisfy Provisions,"[2019: C1. 1] (1) Where a Deemed-to-Satisfy Solution is proposed, Performance Requirement C1P1 to C1P7 is satisfied by complying with C1D2and C1D5. (2) Where a Performance Solution is proposed, the relevant Performance Requirements must be determined in accordance with A2G2(3) and A2G4(3) as applicable.",,,2,C1,,NCC_VOL_3
NCC_VOL_3:SA C1D2,SA C1D2,Invert levels,[2019: C1. 2] The invert level of a trap or gully weir must be a minimum of 10 mm higher than the soffit of the pipe to which it connects. SA C1D3 VIC C1D3,,,2,C1,,NCC_VOL_3
NCC_VOL_3:C1D3#2,C1D3#2,General requirements,[2019: C1. 3] A sanitary plumbing system must be in accordance with AS/NZS 3500. 2.,,,2,C1,,NCC_VOL_3
NCC_VOL_3:C1D4#2,C1D4#2,Bushfire prone areas,[New for 2022] A sanitary plumbing system in a designated bushfire prone area must be in accordance with AS 3959.,,,2,C1,,NCC_VOL_3
NCC_VOL_3:C1D5#2,C1D5#2,Water efficiency,"[New for 2022] A sanitary plumbing system must ensure the efficient use of drinking water by— (a) limiting water usage from— (i) a cistern or flushing device for a urinal, to a flush volume of not more than 2. 5 litres for each— (A) single urinal stall; or (B) 600 mm length of a continuous urinal wall; and (ii) a dual flush cistern or flushing valve that is connected to a water closet pan to a flush volume of not more than— (A) 6 and 3 litres; or (B) 4. 5 and 3 litres; or (b) water saving measures equivalent to or greater than those described in(a). Introduction to this Part This Part sets out the requirements for any part of a sanitary drainagesystem of a property including from sanitary fixtures, appliances and sanitary plumbing systems from the point of connection to an approved disposal system.",,,2,C1,,NCC_VOL_3
NCC_VOL_3:C2O1#2,C2O1#2,Objective,"[2019: CO2] The Objective of this Part is to— (a) safeguard people from illness, injury or loss (including loss of amenity) due to the failure of a sanitary drainage installation; and (b) ensure that a sanitary drainage installation is suitable; and (c) conserve water and energy; and (d) safeguard the environment; and (e) safeguard public and private infrastructure; and (f) safeguard people from illness caused by the discharge of swimming poolwaste water; and (g) protect other propertyfrom damage caused by the discharge of swimming poolwaste water; and (h) ensure that a sanitary drainage installation is designed and is capable of being maintained so that throughout its serviceable life it will continue to satisfy Objectives(a) to(g).",,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2F1#2,C2F1#2,Disposal system,"[2019: CF2. 1] Sanitary fixtures and sanitary appliances must be provided with an adequate disposal system that does not impact adversely on occupants of the premises, property, the environment or the Network Utility Operators infrastructure.",,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2F2#2,C2F2#2,Swimming pool wastewater disposal,[2019: CF2. 2] Adequate means for the disposal of swimming poolwater and drainage is to be provided for each swimming pool.,,,2,C2,,NCC_VOL_3
NCC_VOL_3:NT C2P1,NT C2P1,Disposal,[2019: CP2. 1] A sanitary drainage system must ensure sewage is transferred from a sanitary plumbing system to an approved disposal system. NT C2P2,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2P2#2,C2P2#2,Swimming pool drainage,[2019: CP2. 2] A swimming pool must have adequate means of draining the pool in a manner that will not— (a) cause illness to people; or (b) affect other property.,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2P3#2,C2P3#2,Access,[2019: CP2. 1] A sanitary drainage system must ensure there is access for maintenance and clearing a blockage.,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2P4#2,C2P4#2,Ventilation,"[2019: CP2. 1] (1) A sanitary drainagesystem must ensure there is adequate ventilation to avoid foul air and gases accumulating in the sanitary drainage and sewerage system. (2) A sanitary drainage system must ensure that ventilation is provided to avoid hydraulic load imbalance such that— (a) there is less than a 1% likelihood during the annual peak hour that when any fixture discharges, air pressure at any trap seal exceeds ±375 Pa difference from atmospheric pressure; or (b) an equivalent level of safety to human health is achieved as a system complying to(a).",,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2P5#2,C2P5#2,Contamination,"[2019: CP2. 1] (1) A sanitary drainage system must ensure protection against internal contamination. (2) A sanitary drainage system must avoid the entry of water, foul air and gases from the system into buildings. (3) A sanitary drainagesystem must avoid the entry of surface water, sub-surface water and stormwater into the system.",,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2P6#2,C2P6#2,Uncontrolled discharge,[2019: CP2. 1] A sanitary drainage system must avoid blockage and uncontrolled discharge.,,,2,C2,,NCC_VOL_3
NCC_VOL_3:VIC C2P7,VIC C2P7,Damage,"[2019: CP2. 1] (1) A sanitary drainage system must avoid damage from root penetration, superimposed loads or ground movement. (2) A sanitary drainage system must avoid damage to existing buildings or siteworks. (3) A sanitary drainagesystem must avoid damage to the Network Utility Operatorssewerage system or other approved disposal system. VIC C2P8",,,2,C2,,NCC_VOL_3
NCC_VOL_3:VIC C2V1,VIC C2V1,Velocity and liquid-to-air ratio,[2019: CV2. 1] Compliance with C2P1 is achieved if the sanitary drainage system is designed to operate with— (a) a liquid-to-air ratio of between 1 to 1 and 0. 65 to 0. 35; and (b) a minimum velocity of 0. 8 m/s; and (c) a maximum velocity of— (i) 2 m/s under normal operating conditions; and (ii) 3. 5 m/s under surge conditions. VIC C2V2,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2V2#2,C2V2#2,Pressure testing,[2019: CV2. 2] Compliance with C2P1 is achieved if the sanitary drainage system passes one or more of the pressure tests set out in Section 15 of AS/NZS 3500. 2.,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2V3#2,C2V3#2,Determination of sanitary drainage wastewater flowrates,"[New for 2022] (1) Compliance with C2P1 for pipe sizing is verified for each sanitary drainage pipework section when the design flow rate is not less than— (a) the probable simultaneous wastewater flow rate calculated in accordance with(2); or (2) For the purposes of(1)(a), for each pipework section, the design probable simultaneous wastewater flow rate must be calculated in accordance with the following: (3) In the equation shown at(2): (a) QTotal = the probable simultaneous wastewater flowrate for that pipework section(l/s). (b) QOther = the sum of any other wastewater flowrates such as pumped discharges(l/s).",,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2D1#2,C2D1#2,Deemed-to-Satisfy Provisions,"[2019: C2. 1] (1) Where a Deemed-to-Satisfy Solution is proposed, Performance Requirements C2P1 to C2P7 are satisfied by complying with C2D2to C2D5. (2) Where a Performance Solution is proposed, the relevant Performance Requirements must be determined in accordance with A2G2(3) and A2G4(3) as applicable.",,,2,C2,,NCC_VOL_3
NCC_VOL_3:C2D2#2,C2D2#2,Invert levels,[2019: C2. 2] The invert level of a trap or gully weir must be a minimum of 10 mm higher than the soffit of the pipe to which it connects.,,,2,C2,,NCC_VOL_3
NCC_VOL_3:NSW C2D3,NSW C2D3,Swimming pool drainage,[2019: C2. 3] Pumped discharge from a swimming pool must connect to the sanitary drainage system in accordance with AS/NZS 3500. 2. NSW C2D4 SA C2D4 VIC C2D4,,,2,C2,,NCC_VOL_3
NCC_VOL_3:TAS C2D4,TAS C2D4,General requirements,[2019: C2. 4] A sanitary drainage system must be in accordance with AS/NZS 3500. 2. TAS C2D4(2),,,2,C2,,NCC_VOL_3
NCC_VOL_3:TAS C2D5,TAS C2D5,Bushfire prone areas,[New for 2022] A sanitary drainage system in a designated bushfire prone area must be in accordance with AS 3959. TAS C2D6 NSW Part C3 Introduction to this Part This Part sets out the requirements for any part of an on-site wastewater management systemfrom the point of connection of a sanitary drainage system up to and including the appropriate means of waste disposal.,,,2,C2,,NCC_VOL_3
NCC_VOL_3:C3O1#2,C3O1#2,Objective,"[New for 2022] The Objective of this Part is to— (a) safeguard people from illness, injury or loss (including loss of amenity) due to the failure of an on-site wastewater management system installation; and (b) ensure that an on-site wastewater management system installation is suitable; and (c) conserve water and energy; and (d) safeguard the environment; and (e) safeguard public and private infrastructure; and (f) ensure that an on-site wastewater management system installation is designed and is capable of being maintained so that throughout its serviceable life it will continue to satisfy Objectives(a) to(e).",,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3F1#2,C3F1#2,On-site wastewater management,"[New for 2022] On-site wastewater management systems must collect, contain, treat, assimilate and process wastewater, human excreta, or both so that public health and environmental standards required by the authority having jurisdiction are achieved.",,,2,C3,,NCC_VOL_3
NCC_VOL_3:VIC C3P1,VIC C3P1,Health impacts,[New for 2022] VIC C3P1(1) On-site wastewater management systems must protect public health by ensuring that— (a) risks associated with the discharge of treated wastewater and/or the end product from a composting toilet to the environment are minimised; and (b) foul air and gasses are prevented from accumulating within or entering into buildings; and (c) the likelihood of contamination of the drinking water supply is avoided.,,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3P2#2,C3P2#2,Environmental impacts,"[New for 2022] On-site wastewater management systems must protect the environment by ensuring that— (a) surface water and ground water are not polluted: and (b) soil productivity is maintained or enhanced; and (c) the likelihood of contamination of soils, ground water and waterways is avoided.",,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3P3#2,C3P3#2,Community systems,[New for 2022] On-site wastewater management systems must minimise the impacts on and maintain and enhance community amenity. They must ensure that the on-site wastewater management systemdesign and its implementation contribute to improving and sustaining aesthetic values within individual properties and groups of properties.,,,2,C3,,NCC_VOL_3
NCC_VOL_3:TAS C3P4,TAS C3P4,Discharge to a Network Utility Operator sewer,"[New for 2022] Where an on-site wastewater management system discharges to the point of connection of a Network Utility Operators sewer system, the connection must comply with the Network Utility Operator requirements. TAS C3P5 VIC C3P5",,,2,C3,,NCC_VOL_3
NCC_VOL_3:VIC C3P5,VIC C3P5,General requirements,"[New for 2022] On-site wastewater management systemsthat facilitate on-site storage, treatment, disposal or re-use of wastewater must be designed and constructed— (a) with required treatment and storage capacity for the volume and make up of waste and frequency of discharge for disposal; and (b) with requiredsize, strength and rigidity for the nature, flow rates, volume of wastes and/or waste products which must be processed; and (c) using materials which are impervious both to the waste for which disposal is required and to water; and (d) to avoid the likelihood of surface water and stormwater entering the system. VIC C3P6",,,2,C3,,NCC_VOL_3
NCC_VOL_3:VIC C3P6,VIC C3P6,Land application systems,"[New for 2022] (1) On-site wastewater management systems and associated land application systems must— (a) complete the treatment, uptake and absorption of the final effluent within the boundaries of the approved area; and (b) protect against internal contamination; and (c) provide ventilation to avoid the likelihood of foul air and gases from accumulating in the system. (2) On-site wastewater management systems and associated land application systems must— (a) avoid the likelihood of the creation of unpleasant odours or the accumulation of offensive matter; and (b) avoid the likelihood of stormwater run-off entering the system; and (c) avoid the likelihood of root penetration or ingress of ground water entering the system; and (d) avoid the likelihood of unintended or uncontrolled discharge; and (e) avoid the likelihood of blockage and leakage; and (f) avoid the likelihood of damage from superimposed loads or ground movement. VIC C3P7",,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3P7#2,C3P7#2,Access for maintenance,"[New for 2022] (1) On-site wastewater management systemsthat facilitate on-site storage, treatment, disposal or re-use of wastewater must— (a) provide vehicle access for collection, if necessary; and (b) avoid the likelihood of unauthorised access by people; and (c) permit cleaning, maintenance, measurement and performance sampling. (2) Land application systems must— (a) provide access, as required, for maintenance; and (b) incorporate provisions, as required, for effective cleaning.",,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3P8#2,C3P8#2,Uncontrolled discharge,"[New for 2022] On-site wastewater management systemsthat facilitate on-site storage, treatment, disposal or re-use of wastewater must avoid blockage or uncontrolled discharge.",,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3P9#2,C3P9#2,Identification,"[New for 2022] On-site wastewater management systemsthat facilitate on-site storage, treatment, disposal or re-use of wastewater must permit the manufacturer model, serial number and designed capacity to be easily accessed and identifiable after installation.",,,2,C3,,NCC_VOL_3
NCC_VOL_3:SA C3D1,SA C3D1,Deemed-to-Satisfy Provisions,"[New for 2022] (1) Performance Requirements C3P1to C3P9 are satisfied by complying with C3D2to C3D7. (2) Where a Performance Solution is proposed, the relevant Performance Requirements must be determined in accordance with A2G2(3) and A2G4(3) as applicable. SA C3D2",,,2,C3,,NCC_VOL_3
NCC_VOL_3:SA C3D2,SA C3D2,Septic tanks,[New for 2022] A septic tank must be in accordance with AS/NZS 1546. 1. SA C3D3,,,2,C3,,NCC_VOL_3
NCC_VOL_3:SA C3D3,SA C3D3,Composting toilets,[New for 2022] A waterless composting toilet must be in accordance with AS/NZS 1546. 2. SA C3D4,,,2,C3,,NCC_VOL_3
NCC_VOL_3:SA C3D4,SA C3D4,Secondary treatment systems,[New for 2022] A secondary treatment system must be in accordance with AS 1546. 3. SA C3D5,,,2,C3,,NCC_VOL_3
NCC_VOL_3:SA C3D5,SA C3D5,Domestic grey water treatment systems,[New for 2022] A domestic grey water treatment system must be in accordance with AS/NZS 1546. 4. SA C3D6 TAS C3D6,,,2,C3,,NCC_VOL_3
NCC_VOL_3:SA C3D6,SA C3D6,Land application systems,[New for 2022] A domestic land application system must be in accordance with AS/NZS 1547. SA C3D7,,,2,C3,,NCC_VOL_3
NCC_VOL_3:C3D7#2,C3D7#2,Common effluent drainage systems,[New for 2022] A common effluent drainage system must be in accordance with AS/NZS 3500. 2. Part D1 Excessive noise Objectives,,,2,C3,,NCC_VOL_3
NCC_VOL_3:D1O1,D1O1,Objective,Functional Statements Functional Statements,,,2,D1,,NCC_VOL_3
NCC_VOL_3:D1F1,D1F1,Excessive noise,Performance Requirements Performance Requirements,,,2,D1,,NCC_VOL_3
NCC_VOL_3:D1P1,D1P1,Undue noise,Undue noise,,,2,D1,,NCC_VOL_3
NCC_VOL_3:D1P2,D1P2,Excessive noise,Deemed-to-Satisfy Provisions Deemed-to-Satisfy Provisions,,,2,D1,,NCC_VOL_3
NCC_VOL_3:D1D1,D1D1,Deemed-to-Satisfy Provisions,Deemed-to-Satisfy Provisions,,,2,D1,,NCC_VOL_3
